#FLYBASE1	FLYBASE2	PubMedIds	UniProtID1	UniProtID2	Name1	Name2	Score
FBgn0001202	FBgn0039454	14605208	Q24185	Q4V5R2	CG14247-RA	HK	0.183
FBgn0001202	FBgn0086694	14605208	Q24185	Q9VRP9	BRE1	HK	0.332
FBgn0001202	FBgn0261560	25294943	Q24185	Q9XZ56	THOR	HK	0.126
FBgn0001202	FBgn0263929	14605208	Q24185	Q9VFG3	JVL	HK	0.183
FBgn0001202	FBgn0285962	22036573	Q24185	Q7K4V4	CBX	HK	0.126
FBgn0001206	FBgn0003371	25294943	Q86CW5	P18431	HMR	SGG	0.126
FBgn0001206	FBgn0005777	25294943	Q86CW5	Q9VH81	Q9VH81	HMR	0.126
FBgn0001206	FBgn0086613	25294943	Q86CW5	Q9VDY1	INO80	HMR	0.126
FBgn0001206	FBgn0260655	14605208	Q86CW5	Q9VW22	L(3)76BDM	HMR	0.183
FBgn0001208	FBgn0003371	21447707	P17276	P18431	SGG	HN	0.236
FBgn0001208	FBgn0004782	14605208	P17276	O97059	HN	CCP84AB	0.21
FBgn0001208	FBgn0004783	14605208	P17276	Q9V3L8	CCP84AA	HN	0.033
FBgn0001208	FBgn0004896	14605208	P17276	Q02361	FD59A	HN	0.354
FBgn0001208	FBgn0010342	14605208	P17276	Q7K180	MAP60	HN	0.21
FBgn0001208	FBgn0010412	14605208	P17276	E2QD65;P39018	HN;RPS19A	HN;RPS19A	0.033;0.183
FBgn0001208	FBgn0011259	21447707	P17276	Q24322	SEMA-1A	HN	0.236
FBgn0001208	FBgn0011455	14605208	P17276	Q9VTU2	L(3)NEO18	HN	0.21
FBgn0001208	FBgn0015222	14605208	P17276	Q7KRU8	FER1HCH	HN	0.21
FBgn0001208	FBgn0016687	14605208	P17276	O77460	HN	NURF-38	0.354
FBgn0001208	FBgn0017430	14605208	P17276	P92204	NELF-E	HN	0.354
FBgn0001208	FBgn0019644	14605208	P17276	Q94516	ATPSYN-B	HN	0.354
FBgn0001208	FBgn0021800	14605208	P17276	Q8MRQ2;Q9VQV2	REPH	HN	0.033;0.183
FBgn0001208	FBgn0026176	14605208	P17276	Q7KJ69	SKPB	HN	0.21
FBgn0001208	FBgn0027579	14605208	P17276	Q9Y137	MINO	HN	0.21
FBgn0001208	FBgn0027654	14605208	P17276	Q9TVP3	JDP	HN	0.354
FBgn0001208	FBgn0029603	14605208	P17276	Q9W510	Q9W510	HN	0.21
FBgn0001208	FBgn0029649	14605208	P17276	Q9W4U0	Q9W4U0	HN	0.21
FBgn0001208	FBgn0031238	14605208	P17276	Q9VPM1	CG3645-RB	HN	0.21
FBgn0001208	FBgn0031245	14605208	P17276	Q9VPN0;Q9VPN1	Q9VPN0;Q9VPN1	HN	0.033;0.183
FBgn0001208	FBgn0031769	14605208	P17276	Q9VMI5	Q9VMI5	HN	0.21
FBgn0001208	FBgn0032362	14605208	P17276	Q9VKG9	SPZ4	HN	0.354
FBgn0001208	FBgn0034249	14605208	P17276	A1ZAW3	HN	RHOGAP54D	0.21
FBgn0001208	FBgn0035046	14605208	P17276	Q9W125	NDUFA8	HN	0.21
FBgn0001208	FBgn0035103	14605208	P17276	Q0E8K8	VDUP1	HN	0.21
FBgn0001208	FBgn0035282	14605208	P17276	Q9W076	CG13936-RA	HN	0.21
FBgn0001208	FBgn0036382	14605208	P17276	Q9VU96	Q9VU96	HN	0.21
FBgn0001208	FBgn0037607	14605208	P17276	Q9VHN7	Q9VHN7	HN	0.21
FBgn0001208	FBgn0038002	14605208	P17276	Q9VGB9	Q9VGB9	HN	0.21
FBgn0001208	FBgn0038342	14605208	P17276	Q9VF59	CG14870-RA	HN	0.354
FBgn0001208	FBgn0038421	14605208	P17276	Q9VEW2	Q9VEW2	HN	0.033
FBgn0001208	FBgn0039202	14605208	P17276	Q9VC68	Q9VC68	HN	0.21
FBgn0001208	FBgn0039469	14605208	P17276	Q9VB95	TWDLC	HN	0.21
FBgn0001208	FBgn0040608	14605208	P17276	Q9VBC1	Q9VBC1	HN	0.183
FBgn0001208	FBgn0052428	14605208	P17276	Q9VPE6	CG5145	HN	0.21
FBgn0001208	FBgn0064766	14605208	P17276	Q9XZ12	Q9XZ12	HN	0.21
FBgn0001208	FBgn0086348	14605208	P17276	Q9VSL3	SE	HN	0.354
FBgn0001208	FBgn0086359	14605208	P17276	Q9VH19	INVADOLYSIN	HN	0.354
FBgn0001208	FBgn0259139	14605208	P17276	Q9VGH5	GLO	HN	0.21
FBgn0001208	FBgn0259917	14605208	P17276	Q8INB5	Q8INB5	HN	0.183
FBgn0001208	FBgn0260780	14605208	P17276	L7XBB9;Q9VYS4	HN;WISP	HN;WISP-RA	0.033;0.332
FBgn0001208	FBgn0261953	14605208	P17276	O96378	HN	TFAP-2	0.21
FBgn0001208	FBgn0262127	14605208	P17276	Q9VFG8	KIBRA	HN	0.332
FBgn0001208	FBgn0263755	14605208	P17276	P45975	SU(VAR)3-9	HN	0.183
FBgn0001208	FBgn0264270	14605208	P17276	P19339	SXL	HN	0.332
FBgn0001215	FBgn0001235	25294943	P07909	O46339	HRB98DE	HTH	0.126
FBgn0001215	FBgn0004237	22036573	P07909	P48810	HRB87F	HRB98DE	0.126
FBgn0001215	FBgn0010247	17827147;19346337	P07909	P35875	PARP	HRB98DE	0.376
FBgn0001215	FBgn0010348	14605208	P07909	P61209	ARF79F	HRB98DE	0.332
FBgn0001215	FBgn0010905	25294943	P07909	M9NFI9	HRB98DE	M9NFI9	0.126
FBgn0001215	FBgn0013303	unpublished	P07909	P42325	NCA	HRB98DE	0.236
FBgn0001215	FBgn0015903	14605208	P07909	Q9W1M6	APT	HRB98DE	0.21
FBgn0001215	FBgn0027537	14605208	P07909	Q9XZ06	NUP93-1	HRB98DE	0.21
FBgn0001215	FBgn0030624	14605208	P07909	Q9VXX0	Q9VXX0	HRB98DE	0.396
FBgn0001215	FBgn0032763	14605208	P07909	Q9VIY9	Q9VIY9	HRB98DE	0.21
FBgn0001215	FBgn0037906	22036573	P07909	Q8INK6	PGRP-LB	HRB98DE	0.126
FBgn0001215	FBgn0041605	25294943	P07909	Q8IPM8	CPX	HRB98DE	0.126
FBgn0001215	FBgn0051431	14605208	P07909	Q8IN19	Q8IN19	HRB98DE	0.21
FBgn0001215	FBgn0087013	19079254	P07909	Q9VN44	KARYBETA3	HRB98DE	0.236
FBgn0001215	FBgn0263396	1730753	P07909	Q08473	SQD	HRB98DE	0.21
FBgn0001215	FBgn0265139	14605208	P07909	Q9W594	GR2A	HRB98DE	0.354
FBgn0001215	FBgn0266452	25294943	P07909	Q9VUL1	CTPSYN	HRB98DE	0.126
FBgn0001215	FBgn0267790	14605208	P07909	Q9VHC7	RUMP	HRB98DE	0.21
FBgn0001216	FBgn0001217	22036573	P29843	P11146	HSC70-1	HSC70-2	0.126
FBgn0001216	FBgn0001230	22036573	P29843	O97125	HSC70-1	HSP68	0.126
FBgn0001216	FBgn0015247	23749869	P29843	Q24307	IAP2	HSC70-1	0.126
FBgn0001216	FBgn0020238	20818332	P29843	P92177	14-3-3EPSILON	HSC70-1	0.081
FBgn0001216	FBgn0020381	23749869	P29843	Q8IRY7	DREDD	HSC70-1	0.126
FBgn0001216	FBgn0024222	23749869	P29843	Q9VEZ5	IRD5	HSC70-1	0.126
FBgn0001216	FBgn0026323	23749869	P29843	Q9V3Q6	TAK1	HSC70-1	0.126
FBgn0001216	FBgn0030695	23749869	P29843	Q9VXN9	PGRP-LE	HSC70-1	0.126
FBgn0001216	FBgn0034087	22036573	P29843	A1ZAB5	HSC70-1	CLU	0.126
FBgn0001216	FBgn0039213	23790629	P29843	Q9VC57	ATL	HSC70-1	0.21
FBgn0001216	FBgn0041205	23749869	P29843	Q9GYV5	KEY	HSC70-1	0.126
FBgn0001217	FBgn0003889	22036573	P11146	P61857	BETATUB85D	HSC70-2	0.126
FBgn0001217	FBgn0030503	22036573	P11146	Q9VYA8	TANGO2	HSC70-2	0.126
FBgn0001217	FBgn0034087	22036573	P11146	A1ZAB5	HSC70-2	CLU	0.126
FBgn0001217	FBgn0039213	23790629	P11146	Q9VC57	ATL	HSC70-2	0.21
FBgn0001218	FBgn0011706	15710747	P29844	Q24475	RPR	HSC70-3	0.309
FBgn0001218	FBgn0020238	20818332	P29844	P92177	14-3-3EPSILON	HSC70-3	0.081
FBgn0001218	FBgn0024222	23749869	P29844	Q9VEZ5	IRD5	HSC70-3	0.126
FBgn0001218	FBgn0030695	23749869	P29844	Q9VXN9	PGRP-LE	HSC70-3	0.126
FBgn0001218	FBgn0031849	14605208	P29844	Q9VM98	CG11327-RA	HSC70-3	0.21
FBgn0001218	FBgn0033113	14605208	P29844	A1Z6R4	HSC70-3	SPN42DC	0.21
FBgn0001218	FBgn0034416	14605208	P29844	A1ZBG4;A1ZBG6	HSC70-3	A1ZBG4;A1ZBG6	0.033;0.183
FBgn0001218	FBgn0039213	23790629	P29844	Q9VC57	ATL	HSC70-3	0.21
FBgn0001218	FBgn0042085	18259215	P29844	A1Z6M0	HSC70-3	BAP170	0.21
FBgn0001218	FBgn0261931	14605208	P29844	Q9W326	CG42797	HSC70-3	0.21
FBgn0001218	FBgn0283681	22036573	P29844	Q9VV41	Q9VV41	HSC70-3	0.126
FBgn0001220	FBgn0015247	23749869	P29845	Q24307	IAP2	HSC70-5	0.126
FBgn0001220	FBgn0024222	23749869	P29845	Q9VEZ5	IRD5	HSC70-5	0.126
FBgn0001220	FBgn0026323	23749869	P29845	Q9V3Q6	TAK1	HSC70-5	0.126
FBgn0001220	FBgn0030676	14605208	P29845	Q9VXR1	Q9VXR1	HSC70-5	0.183
FBgn0001220	FBgn0035976	23749869	P29845	Q9GNK5	PGRP-LC	HSC70-5	0.126
FBgn0001220	FBgn0036790	14605208	P29845	Q9VVQ1	ASTC-R1	HSC70-5	0.183
FBgn0001220	FBgn0038145	14605208	P29845	Q9VFV9	DROJ2	HSC70-5	0.183
FBgn0001220	FBgn0038659	14605208	P29845	Q8T390	ENDOA	HSC70-5	0.332
FBgn0001220	FBgn0038928	23749869	P29845	Q9V3B4	FADD	HSC70-5	0.126
FBgn0001220	FBgn0041205	23749869	P29845	Q9GYV5	KEY	HSC70-5	0.126
FBgn0001220	FBgn0051121	14605208	P29845	Q0KI14	CG31121-RA	HSC70-5	0.183
FBgn0001222	FBgn0001222	21510947	P22813	P22813	HSF	HSF	0.332
FBgn0001222	FBgn0003687	unpublished	P22813	P20227	HSF	TBP	0.126
FBgn0001222	FBgn0010263	14605208	P22813	Q9VQJ0	RBP9	HSF	0.21
FBgn0001222	FBgn0013263	unpublished	P22813	Q08605	TRL	HSF	0.126
FBgn0001222	FBgn0013278	unpublished	P22813	Q9BIS2	HSP70BB	HSF	0.126
FBgn0001222	FBgn0013279	unpublished	P22813	Q9BIS2	HSP70BB	HSF	0.126
FBgn0001222	FBgn0015521	22036573	P22813	O76927	HSF	RPS21	0.126
FBgn0001222	FBgn0015774	25294943	P22813	Q24568	NETB	HSF	0.126
FBgn0001222	FBgn0038578	12021283	P22813	Q9VEC1	MED17	HSF	0.454
FBgn0001222	FBgn0040340	14605208	P22813	Q9W5C2	TRAM	HSF	0.21
FBgn0001222	FBgn0263106	unpublished	P22813	Q24133	DNAJ-1	HSF	0.126
FBgn0001223	FBgn0001224	22036573	P02515	P02516	HSP23	HSP22	0.126
FBgn0001223	FBgn0001225	22036573	P02515	P02517	HSP26	HSP22	0.126
FBgn0001223	FBgn0001226	22036573	P02515	P02518	HSP27	HSP22	0.126
FBgn0001223	FBgn0001230	22036573	P02515	O97125	HSP22	HSP68	0.126
FBgn0001223	FBgn0002431	22036573	P02515	P51592	HYD	HSP22	0.126
FBgn0001223	FBgn0003231	22036573	P02515	P14199	REF(2)P	HSP22	0.126
FBgn0001223	FBgn0003275	14605208	P02515	Q24320	RPII18	HSP22	0.332
FBgn0001223	FBgn0010380	14605208	P02515	Q24253	AP-1-2BETA	HSP22	0.183
FBgn0001223	FBgn0013275	22036573	P02515	P02825;P82910	HSP70AA;HSP70AB	HSP22	0.126
FBgn0001223	FBgn0013276	22036573	P02515	P02825;P82910	HSP70AA;HSP70AB	HSP22	0.126
FBgn0001223	FBgn0015903	14605208	P02515	Q9W1M6	APT	HSP22	0.183
FBgn0001223	FBgn0027378	22036573	P02515	Q9Y0I1	MRG15	HSP22	0.126
FBgn0001223	FBgn0031093	14605208	P02515	Q9W5W7	Q9W5W7	HSP22	0.183
FBgn0001223	FBgn0031849	14605208	P02515	Q9VM98	CG11327-RA	HSP22	0.183
FBgn0001223	FBgn0034009	14605208	P02515	Q5BI03	Q5BI03	HSP22	0.183
FBgn0001223	FBgn0034651	14605208	P02515	Q8T965	Q8T965	HSP22	0.183
FBgn0001223	FBgn0051229	22036573	P02515	Q8IN78	TIM22	HSP22	0.126
FBgn0001223	FBgn0052451	14605208	P02515	Q9VNR2	SPOCK	HSP22	0.183
FBgn0001223	FBgn0259715	14605208	P02515	Q9VME1	Q9VME1	HSP22	0.183
FBgn0001224	FBgn0001225	22036573	P02516	P02517	HSP26	HSP23	0.332
FBgn0001224	FBgn0001226	22036573	P02516	P02518	HSP27	HSP23	0.126
FBgn0001224	FBgn0001229	unpublished	P02516	P22979	HSP67BC	HSP23	0.236
FBgn0001224	FBgn0003231	22036573	P02516	P14199	REF(2)P	HSP23	0.126
FBgn0001224	FBgn0003360	14605208	P02516	D1Z385;Q26365	HSP23;SESB	HSP23;SESB-RD	0.033;0.183
FBgn0001224	FBgn0003510	14605208	P02516	P07666	SRY-ALPHA	HSP23	0.354
FBgn0001224	FBgn0010602	9514881	P02516	Q7KNM2	LWR	HSP23	0.309
FBgn0001224	FBgn0013275	22036573	P02516	P02825;P82910	HSP70AA;HSP70AB	HSP23	0.126
FBgn0001224	FBgn0013276	22036573	P02516	P02825;P82910	HSP70AA;HSP70AB	HSP23	0.126
FBgn0001224	FBgn0021874	22036573	P02516	Q9VPR4	NLE	HSP23	0.126
FBgn0001224	FBgn0024371	14605208	P02516	O77051	HSP23	E2F2	0.354
FBgn0001224	FBgn0024432	14605208	P02516	Q94524	DLC90F	HSP23	0.354
FBgn0001224	FBgn0025111	14605208	P02516	O62526	HSP23	ANT2	0.21
FBgn0001224	FBgn0027093	14605208	P02516	Q9VXN4	AATS-ARG	HSP23	0.354
FBgn0001224	FBgn0030183	22036573	P02516	Q9W2X7	Q9W2X7	HSP23	0.126
FBgn0001224	FBgn0031321	22036573	P02516	Q9VPY8	TGT	HSP23	0.126
FBgn0001224	FBgn0031410	14605208	P02516	Q9VQA5	CG17237-RA	HSP23	0.21
FBgn0001224	FBgn0033283	14605208	P02516	Q5BI51	Q5BI51	HSP23	0.21
FBgn0001224	FBgn0035213	14605208	P02516	Q8IRH5	Q8IRH5	HSP23	0.354
FBgn0001224	FBgn0036000	22036573	P02516	Q9VSZ6	Q9VSZ6	HSP23	0.126
FBgn0001224	FBgn0036059	22036573	P02516	Q9VT70	NUDE	HSP23	0.126
FBgn0001224	FBgn0036512	22036573	P02516	Q9VUR0	UFSP2	HSP23	0.126
FBgn0001224	FBgn0037296	14605208	P02516	Q8T915	PROSBETA2R2	HSP23	0.21
FBgn0001224	FBgn0037467	14605208	P02516	Q9VI55	Q9VI55	HSP23	0.332
FBgn0001224	FBgn0038149	14605208	P02516	Q95RA9	Q95RA9	HSP23	0.354
FBgn0001224	FBgn0038435	22036573	P02516	Q9VEU6	GYC-89DA	HSP23	0.126
FBgn0001224	FBgn0038436	22036573	P02516	Q9VEU5	GYC-89DB	HSP23	0.126
FBgn0001224	FBgn0038984	14605208	P02516	A4V392;Q9VCY8	ADIPOR;HSP23	ADIPOR;HSP23	0.033;0.332
FBgn0001224	FBgn0039859	14605208	P02516	Q9V9V9	Q9V9V9	HSP23	0.332
FBgn0001224	FBgn0043458	22036573	P02516	Q9W0E8	Q9W0E8	HSP23	0.126
FBgn0001224	FBgn0046296	22036573	P02516	Q9VTT9	Q9VTT9	HSP23	0.126
FBgn0001224	FBgn0053113	14605208	P02516	Q9VMV9	RTNL1	HSP23	0.21
FBgn0001224	FBgn0063494	14605208	P02516	A1ZB71	HSP23	GSTE6	0.21
FBgn0001224	FBgn0064237	22036573	P02516	Q8T0R7	IDGF5	HSP23	0.126
FBgn0001224	FBgn0085421	14605208	P02516	Q7K3Z6	EPAC	HSP23	0.183
FBgn0001224	FBgn0085478	14605208	P02516	Q9W345	Q9W345	HSP23	0.21
FBgn0001224	FBgn0266098	14605208	P02516	Q9W4E2	RG	HSP23	0.354
FBgn0001225	FBgn0001226	22036573	P02517	P02518	HSP27	HSP26	0.126
FBgn0001225	FBgn0001229	unpublished	P02517	P22979	HSP67BC	HSP26	0.236
FBgn0001225	FBgn0003231	22036573	P02517	P14199	REF(2)P	HSP26	0.126
FBgn0001225	FBgn0003942	24292889	P02517	P15357	RPS27A	HSP26	0.21
FBgn0001225	FBgn0005659	14605208	P02517	P29775	ETS98B	HSP26	0.354
FBgn0001225	FBgn0011570	14605208	P02517	P48603	CPB	HSP26	0.354
FBgn0001225	FBgn0013275	22036573	P02517	P02825;P82910	HSP70AA;HSP70AB	HSP26	0.126
FBgn0001225	FBgn0013276	22036573	P02517	P02825;P82910	HSP70AA;HSP70AB	HSP26	0.126
FBgn0001225	FBgn0014469	22036573	P02517	Q27606	CYP4E2	HSP26	0.126
FBgn0001225	FBgn0020238	20818332	P02517	P92177	14-3-3EPSILON	HSP26	0.081
FBgn0001225	FBgn0023479	14605208	P02517	Q8IQB8;Q9VSU2	Q9VSU2;TEQUILA	HSP26	0.033;0.183
FBgn0001225	FBgn0027788	14605208	P02517	Q7KM13	HEY	HSP26	0.354
FBgn0001225	FBgn0029105	14605208	P02517	Q9W1F1	ALPHA-CATENIN-RELATED	HSP26	0.183
FBgn0001225	FBgn0030183	22036573	P02517	Q9W2X7	Q9W2X7	HSP26	0.126
FBgn0001225	FBgn0031321	22036573	P02517	Q9VPY8	TGT	HSP26	0.126
FBgn0001225	FBgn0031410	14605208	P02517	Q9VQA5	CG17237-RA	HSP26	0.21
FBgn0001225	FBgn0031878	14605208	P02517	Q9VM57	SIP2	HSP26	0.21
FBgn0001225	FBgn0034563	14605208	P02517	Q4V664	Q4V664	HSP26	0.21
FBgn0001225	FBgn0034583	14605208	P02517	Q9W2M4	Q9W2M4	HSP26	0.21
FBgn0001225	FBgn0035251	14605208	P02517	Q9W0B3	Q9W0B3	HSP26	0.21
FBgn0001225	FBgn0035638	14605208	P02517	Q8T3Z0	TEKTIN-C	HSP26	0.21
FBgn0001225	FBgn0036000	22036573	P02517	Q9VSZ6	Q9VSZ6	HSP26	0.126
FBgn0001225	FBgn0036059	22036573	P02517	Q9VT70	NUDE	HSP26	0.126
FBgn0001225	FBgn0037608	14605208	P02517	Q9VHN6	MRPL19	HSP26	0.354
FBgn0001225	FBgn0037779	14605208	P02517	Q9VH37	Q9VH37	HSP26	0.21
FBgn0001225	FBgn0038002	14605208	P02517	Q9VGB9	Q9VGB9	HSP26	0.21
FBgn0001225	FBgn0038118	14605208	P02517	Q8INH7	TIMEOUT	HSP26	0.21
FBgn0001225	FBgn0038948	22036573	P02517	Q9VD28	PSR	HSP26	0.126
FBgn0001225	FBgn0038984	14605208	P02517	A4V392;Q9VCY8	ADIPOR;HSP26	ADIPOR;HSP26	0.033;0.332
FBgn0001225	FBgn0039234	14605208	P02517	Q9VC27	NCT	HSP26	0.354
FBgn0001225	FBgn0040899	14605208	P02517	Q9W513	Q9W513	HSP26	0.21
FBgn0001225	FBgn0046296	22036573	P02517	Q9VTT9	Q9VTT9	HSP26	0.126
FBgn0001225	FBgn0263755	14605208	P02517	P45975	SU(VAR)3-9	HSP26	0.183
FBgn0001226	FBgn0001230	22036573	P02518	O97125	HSP27	HSP68	0.126
FBgn0001226	FBgn0003231	22036573	P02518	P14199	REF(2)P	HSP27	0.126
FBgn0001226	FBgn0003942	24292889	P02518	P15357	RPS27A	HSP27	0.21
FBgn0001226	FBgn0010602	9514881	P02518	Q7KNM2	LWR	HSP27	0.309
FBgn0001226	FBgn0013275	22036573	P02518	P02825;P82910	HSP70AA;HSP70AB	HSP27	0.126
FBgn0001226	FBgn0013276	22036573	P02518	P02825;P82910	HSP70AA;HSP70AB	HSP27	0.126
FBgn0001226	FBgn0013277	22036573	P02518	Q8INI8	HSP70BA	HSP27	0.126
FBgn0001226	FBgn0013278	22036573	P02518	Q8INI8	HSP70BA	HSP27	0.126
FBgn0001226	FBgn0013279	22036573	P02518	Q8INI8	HSP70BA	HSP27	0.126
FBgn0001226	FBgn0015754	14605208	P02518	Q7KNS3	LIS-1	HSP27	0.332
FBgn0001226	FBgn0017581	14605208	P02518	Q9VGI4	LK6	HSP27	0.21
FBgn0001226	FBgn0020238	20818332	P02518	P92177	14-3-3EPSILON	HSP27	0.081
FBgn0001226	FBgn0026411	14605208	P02518	Q9V472	LIM1	HSP27	0.21
FBgn0001226	FBgn0031321	22036573	P02518	Q9VPY8	TGT	HSP27	0.126
FBgn0001226	FBgn0034009	14605208	P02518	Q5BI03	Q5BI03	HSP27	0.21
FBgn0001226	FBgn0035197	14605208	P02518	Q8IRH9	CG9130-RA	HSP27	0.183
FBgn0001226	FBgn0036000	22036573	P02518	Q9VSZ6	Q9VSZ6	HSP27	0.126
FBgn0001226	FBgn0036761	14605208	P02518	Q9VVL6	MED19	HSP27	0.354
FBgn0001226	FBgn0036790	14605208	P02518	Q9VVQ1	ASTC-R1	HSP27	0.21
FBgn0001226	FBgn0037555	14605208	P02518	Q8I8V0	ADA2B	HSP27	0.332
FBgn0001226	FBgn0038002	14605208	P02518	Q9VGB9	Q9VGB9	HSP27	0.21
FBgn0001226	FBgn0051029	14605208	P02518	Q8IMJ2	Q8IMJ2	HSP27	0.21
FBgn0001226	FBgn0261238	14605208	P02518	Q9VI63	ALH	HSP27	0.21
FBgn0001226	FBgn0263143	21863019	P02518	Q9VCU7	VRET	HSP27	0.21
FBgn0001226	FBgn0263755	14605208	P02518	P45975	SU(VAR)3-9	HSP27	0.183
FBgn0001227	FBgn0013325	14605208	P05812	P46222	RPL11	HSP67BA	0.354
FBgn0001227	FBgn0014026	14605208	P05812	P46223	RPL7A	HSP67BA	0.332
FBgn0001227	FBgn0025382	14605208	P05812	O76901	HSP67BA	RAB27	0.21
FBgn0001227	FBgn0025709	14605208	P05812	Q7K4A1	BEST:CK00459	HSP67BA	0.183
FBgn0001227	FBgn0025807	14605208	P05812	O96533	HSP67BA	RAD9	0.183
FBgn0001227	FBgn0028687	14605208	P05812	Q7KMQ0	RPT1	HSP67BA	0.183
FBgn0001227	FBgn0029710	14605208	P05812	Q9W4J9	Q9W4J9	HSP67BA	0.183
FBgn0001227	FBgn0032078	14605208	P05812	Q7K237	C1GALTA	HSP67BA	0.332
FBgn0001227	FBgn0032987	14605208	P05812	Q9V9M7	RPL21	HSP67BA	0.183
FBgn0001227	FBgn0034951	14605208	P05812	Q9W1D9	Q9W1D9	HSP67BA	0.183
FBgn0001227	FBgn0035089	14605208	P05812	Q9W0X2	PHK-3	HSP67BA	0.183
FBgn0001227	FBgn0035512	14605208	P05812	Q9VZG0	CPR64AC	HSP67BA	0.183
FBgn0001227	FBgn0036360	14605208	P05812	Q9VU71	Q9VU71	HSP67BA	0.183
FBgn0001227	FBgn0037657	14605208	P05812	Q9VHI1	HYX	HSP67BA	0.183
FBgn0001227	FBgn0037810	14605208	P05812	Q8INM3	SLE	HSP67BA	0.332
FBgn0001227	FBgn0038732	14605208	P05812	Q9VDU2	Q9VDU2	HSP67BA	0.183
FBgn0001227	FBgn0039004	14605208	P05812	Q9VCW3	NUP133	HSP67BA	0.332
FBgn0001227	FBgn0041087	14605208	P05812	Q7KGH1	WUN2	HSP67BA	0.183
FBgn0001227	FBgn0050147	14605208	P05812	Q0E908	HIL	HSP67BA	0.332
FBgn0001227	FBgn0052573	14605208	P05812	Q9VXD7	CG4524	HSP67BA	0.183
FBgn0001227	FBgn0085407	14605208	P05812	Q9VM39	PVF3	HSP67BA	0.183
FBgn0001227	FBgn0086710	14605208	P05812	Q9VJ19	RPL30	HSP67BA	0.183
FBgn0001227	FBgn0087002	14605208	P05812	Q9V496	RFABG	HSP67BA	0.332
FBgn0001227	FBgn0261014	14605208	P05812	Q7KN62	TER94	HSP67BA	0.332
FBgn0001227	FBgn0261387	14605208	P05812	Q7PLI7	Q7PLI7	HSP67BA	0.332
FBgn0001227	FBgn0261597	14605208	P05812	P13008	RPS26	HSP67BA	0.354
FBgn0001227	FBgn0263863	14605208	P05812	Q9VCX3	MRPL45	HSP67BA	0.354
FBgn0001227	FBgn0264302	14605208	P05812	Q9VS49	Q9VS49	HSP67BA	0.183
FBgn0001227	FBgn0266369	14605208	P05812	Q9VIH3	MTP	HSP67BA	0.183
FBgn0001229	FBgn0002862	unpublished	P22979	P08175	HSP67BC	MST87F	0.236
FBgn0001229	FBgn0003575	unpublished	P22979	P22293	HSP67BC	SU(S)	0.236
FBgn0001229	FBgn0011826	unpublished	P22979	Q27889	PP2B-14D	HSP67BC	0.236
FBgn0001229	FBgn0024432	14605208	P22979	Q94524	DLC90F	HSP67BC	0.648
FBgn0001229	FBgn0027546	unpublished	P22979	Q9Y106	Q9Y106	HSP67BC	0.236
FBgn0001229	FBgn0030624	unpublished	P22979	Q9VXX0	Q9VXX0	HSP67BC	0.236
FBgn0001229	FBgn0033015	unpublished	P22979	Q7K3G5	D4	HSP67BC	0.236
FBgn0001229	FBgn0033701	unpublished	P22979	Q4QPW4	Q4QPW4	HSP67BC	0.236
FBgn0001229	FBgn0035251	unpublished	P22979	Q9W0B3	Q9W0B3	HSP67BC	0.236
FBgn0001229	FBgn0039589	14605208	P22979	Q9VAU6	Q9VAU6	HSP67BC	0.183
FBgn0001229	FBgn0040371	14605208	P22979	Q9V3G9	EG:BACR37P7.5	HSP67BC	0.183
FBgn0001229	FBgn0050324	unpublished	P22979	Q058Z8	Q058Z8	HSP67BC	0.236
FBgn0001229	FBgn0053548	unpublished	P22979	O46040	HSP67BC	MSTA	0.236
FBgn0001230	FBgn0002633	14605208	O97125	P13097	HLHM7	HSP68	0.354
FBgn0001230	FBgn0013275	22036573	O97125	P02825;P82910	HSP70AA;HSP70AB	HSP68	0.126
FBgn0001230	FBgn0013276	22036573	O97125	P02825;P82910	HSP70AA;HSP70AB	HSP68	0.126
FBgn0001230	FBgn0024222	23749869	O97125	Q9VEZ5	IRD5	HSP68	0.126
FBgn0001230	FBgn0032988	14605208	O97125	Q9V9M6	TIF-IA	HSP68	0.21
FBgn0001230	FBgn0034994	14605208	O97125	Q9W191	IR60A	HSP68	0.21
FBgn0001230	FBgn0035077	14605208	O97125	Q7KVF3	Q7KVF3	HSP68	0.033
FBgn0001230	FBgn0037162	14605208	O97125	Q9VNU3	Q9VNU3	HSP68	0.21
FBgn0001230	FBgn0039213	23790629	O97125	Q9VC57	ATL	HSP68	0.21
FBgn0001230	FBgn0041205	23749869	O97125	Q9GYV5	KEY	HSP68	0.126
FBgn0001230	FBgn0086708	14605208	O97125	Q9VU81	STV	HSP68	0.21
FBgn0001230	FBgn0261611	14605208	O97125	A1Z8V8	HSP68	A1Z8V8	0.21
FBgn0001230	FBgn0266709	14605208	O97125	Q9VU41	Q9VU41	HSP68	0.354
FBgn0001233	FBgn0001987	14605208	P02828	Q7KT70	GLI	HSP83	0.033
FBgn0001233	FBgn0003079	unpublished	P02828	P11346	PHL	HSP83	0.126
FBgn0001233	FBgn0003124	unpublished	P02828	P52304	POLO	HSP83	0.126
FBgn0001233	FBgn0003942	24292889	P02828	P15357	RPS27A	HSP83	0.21
FBgn0001233	FBgn0004363	22036573	P02828	Q94920	PORIN	HSP83	0.126
FBgn0001233	FBgn0005585	22036573	P02828	P29413	CRC	HSP83	0.126
